commit_hash,commit_message,parent_hashes,is_merge_commit,modified_files
a06848a2191f9033a7eb98278b7bb55f534f1879,DEFAULT_CONFIG -> CONFIG,8376ac431e0be1ab4de63723a08840fc6d85229b,False,animation.py; playground.py; simple_animations.py; transform.py; curves.py; light.py; camera.py; displayer.py; fluid_flow.py; generate_logo.py; image_mobject.py; mobject.py; region.py; tex_mobject.py; music_and_measure.py; scene.py; arithmetic.py; characters.py; complex_numbers.py; fractals.py; functions.py; geometry.py; number_line.py; three_dimensions.py
9d94337d9909cceef51d626cab62c9d5b3552b15,fixed tiny config error for Square,6bb3a2c18194ef1a1e728c869b22794cebe7f3f8,False,geometry.py
803301e4a181e98099967d701f2ddf034fa017f2,Fixes to multilayered scnes,9a73fe0d4e953d9ad9f602dd0fe1eab1b284b40d,False,curves.py; multilayered.py; constants.py
a9f620e2508cf9de4f5a405449673d4d50804d80,"Better interpolation, bezier subpaths, and color bugfix",c685211484b50a900b2d97bca6f1ecf631ab1ab4,False,camera.py; helpers.py; image_mobject.py; mobject.py; point_cloud_mobject.py; tex_mobject.py; vectorized_mobject.py
bac0d97c3a3c7534b786b993018ad84517336f25,updates instructions using my patched version of aggdraw for pillow 3.x,fd86816b66636787b22396305f9869f462ef2481,False,README.md
c03a0e6bbd0f505756289686cb7c19d1756cf60a,Merge pull request #2 from scottopell/master  updates instructions using my patched version of aggdraw for pillow 3.x,fd86816b66636787b22396305f9869f462ef2481; bac0d97c3a3c7534b786b993018ad84517336f25,True,
74421070bbb898cdf16c6975a5548b8762546ba5,fixed triangle of power mistake,a4efcdbff2b68a36426f761a9baa5a5cef8e71bd,False,__init__.py; end.py; triangle.py
46e5dbfa14eb1a2d97f09559a29729559c616e3c,Introduced update_submobject to Animation.  I'd be surprised if this didn't break something.,627f16b0576f9a5aaae5baba7aa4368c5a67fef5,False,animation.py; simple_animations.py; transform.py; chapter3.py; two_d_space.py; mobject.py; vectorized_mobject.py; geometry.py
337991e8d1578d2f18c90ef40d9b367f116e664d,Bug fixes after last scene update + some renaming,75aa246570b3fd668d104cc16e25e115ed2c99c1,False,transform.py; chapter7.py; chapter8.py; chapter8p2.py; chapter9.py; two_d_space.py; mobject.py; vectorized_mobject.py; scene.py
44216ffe0d5c70bc3c4f8a2788dba2bcf907b654,Fixed interpolation problem in ExplainTrigFunctionDistances,b1eb9a135b410ed2a7e89bd1881c8793fab31b9f,False,tattoo.py
ac137eb68393752637f63019c43976c3a5312a00,A few bug fixes to the very buggy SVGMobject,fd5dc238394a658bb001759991ce677efcdc81b6,False,borsuk.py; chapter1.py; mobject.py; svg_mobject.py; objects.py
107c24cd4712b2545f19e895170d387e6d6735bb,Fixing some animations as I put together video,865f5c33bf59296d5051468bd2f0cfca66018916,False,borsuk.py
ab2b6c2ba4927a0478a216f76f0f7789cb39e29e,"3d stuff is still rudimentary, but slightly less buggy now",c2eb3606844136a9f73dfe0bf98f84dd6ae02605,False,three_dimensions.py
6dab7c958fb92a4bcbbbdc9af3e90af99c04f470,Fix to how brace tip is found,311a22048bff3f7021e2b5a0f61e36f600b90003,False,tex_mobject.py
22528568079091141f880e254f22c612ef78530b,Bug fix to finding submoject critical point,c239f1af98d336d074568e3b04dcf8154760309b,False,mobject.py
0f458594c6f7f3c25cf8d3338efd6b4c3cc7c3e5,fix get_subpath_mobjects() when a submobject has no attribute 'is_subpath',dc24f0eaf4e664356a72e65407fd6ceec5a302c7,False,vectorized_mobject.py
109d2efb477fb5c1412fa6e707110cdf595e1fd0,fix problem with integer data type of start_to_end,0f458594c6f7f3c25cf8d3338efd6b4c3cc7c3e5,False,geometry.py
8f4b1de8f119825a1b48f8aab6774fe2ad1d5eee,"add support of transform=""matrix(...)"" and fix bugs win lowercase commands",109d2efb477fb5c1412fa6e707110cdf595e1fd0,False,svg_mobject.py
0b7e4caf17c085084b6679a10e12140f05b8b24b,Bug fix to AnimationGroup,e5411ea1f6b6af18e455133f1132bd654f3806e3,False,simple_animations.py
6ab2d5f3b26e077764f77f860c80dad3530f52d6,Some bug fixes associated with new copy method,ff0c122d4d0aba1e4acaa81bffdc8ebe37a851dc,False,tex_mobject.py; vectorized_mobject.py
f47d7a03f391eb3bad4deb3a81dd105c4edff08f,Debugged problem with Scene.remove,dc435e5aa3bc1270f9152c54b8034a054c26a7e0,False,scene.py
e27e7f539fc3a1c1f249e17831300ea1abe4dc14,Merge pull request #20 from mirefek/master  3 little fixes + SVG matrix transform support,c3b8b36e4e105d91ab1b2b57e4a90d254d6ea933; 8f4b1de8f119825a1b48f8aab6774fe2ad1d5eee,True,
cce24ce93a545ccd90919a956f695d111460ba0d,Fixed Riemann rectangle gap bug,e27e7f539fc3a1c1f249e17831300ea1abe4dc14,False,chapter8.py; graph_scene.py
4a9c6a8012a4461dafa5cd51b21fd76ca9d063b4,Merge pull request #22 from styxtwo/upstream  Fixed ApplyMethod animation going in reverse for nested objects,14d2d8fecb97db54601cd5fe61ab2e8bed1fb9d1; 21345a62591a51035345871db1741f15ee05f401,True,
62c43cd306a30c6657be3d5da1db3d60757ab8d8,Fixed issue of buff with curved lines/arrows,fd20472973415e4ebb0297931859cbe81c4a3b0f,False,geometry.py
0ec5538ef0f0cb35a1a2a4e720d4d473901e6950,"Handle latex errors when converting to dvi  Whenever latex fails (for example due to a missing package) the code continue and ends up failing due to a missing svg file.  Handle latex non 0 exit code. Pass to latex -halt-on-error so it does not attempt to ask user for a file, that is ignored in batch mode anyway.  Write the latex output to stderr and raise an exception to abort early.  Signed-off-by: Antoine Musso <hashar@free.fr>",2ea2109694b790a3f6ee0f80d368fb238dc3d2f4,False,tex_mobject.py
996cb5f36cb2558801b098c99d2b221378a13f1d,Modified sound when done if runtime error (in case of quitting if -p is present),6bca9952aeb72e03ec91959a93958351cd1d93a4,False,extract_scene.py
012a9579c5ae26cf9c2841611727655dd712d3cb,"PiCreature scenes shouldn't break, though specific designs are still out of the public repo",2c121a0ba7ef4fb8afbb9e50ea0cbe42e9ce7984,False,README.md; PiCreatures_plain.svg; characters.py
b6a1a6878b4852a4d20ef1b33e81f176e7a96abf,Merge pull request #26 from hashar/handle-latex-error  Handle latex errors when converting to dvi,6bb8f1d94af2a4322b913e9baff3a64e90ddcf06; 0ec5538ef0f0cb35a1a2a4e720d4d473901e6950,True,
f3eb43f96f286a76aef7d9b0b0cbd17b3ea1db69,Fixed -o flag functionality for extract_scene.py,b1e6c9c916074fcfc6479c92d450d9a1867c6891,False,extract_scene.py; scene.py
ea0f2c97f41e7d8bf05eb36e576f1335d22512e5,Deleted the cast error in class TOP,0092ac9a2a20873c7c077cefc4d68397a6df2ada,False,mobject.py
c5e18f4eefe3f2ab859eb3ffffa8b945de72a70b,Some refactor of NumberPlane. Quite likely breaks some old_projects,ea3535b0d63f914ca2023b23f85c4c2fb538091d,False,chapter4.py; chapter9.py; old_chapter1.py; leibniz.py; tattoo.py; zeta.py; complex_numbers.py; graph_scene.py; number_line.py
d2925adebb19d3b6560138f92ff250b3255feba4,Merge pull request #31 from rajdakin/master  Deleted the cast error in class TOP,c214956992b825f6ae3196b8dd636d103ecd1c35; ea0f2c97f41e7d8bf05eb36e576f1335d22512e5,True,
37a47b5d3dd628e1b8781dd3d37189ceabd0e8a3,Some simple typo fixes,2417c063987aacedbbbaa4f654947987754cb558,False,transform.py; constants.py; helpers.py; image_mobject.py; point_cloud_mobject.py; region.py; borsuk.py; complex_multiplication_article.py; chapter10.py; triples.py; wcat.py
f6340f42d7efe06c5436adfbca2723c1737b3022,Fixed bug associated with empty input strings,c4b4acc69b6640acb36b8b4beaee04f3034670ed,False,tex_mobject.py
da1751b7c5c41ed1dc7e1d868bb800ec20c5f6e9,Small fixes to Bayes videos,2b0b16131f266e28392c2b95b4ea1b22f9e08454,False,bayes.py; bayes_footnote.py
e0646605be8545f4da73a9734ae74e723433656d,Change default behave for VMobject.apply_function,887565a5dfb1041ab42ed6ed1214101642f03106,False,vectorized_mobject.py; number_line.py
998dd5192eb09076df83cd4a1d55261f1e6ef2d8,Change patron default,e0646605be8545f4da73a9734ae74e723433656d,False,common_scenes.py
bac79472838f8fc2b87ea47b6d0e9dce280b9338,Merge pull request #41 from gabcoh/patch-1  Improve README readability,25bd813486f5c6ee7b605b640c35d25e4e4e6070; 14c627feecb945a67eb4a2033f8ae8d62876e3a9,True,
a954a0985756a8d1a6272033259cd0a94169cf6c,Fixes to ContinualAnimation,af38dd10958f65deb7e0655a541d0625a3866971,False,continual_animation.py; constants.py; scene.py; waves.py
f8a8d5115d2916ab233e5f1e03f54537748cd2ec,Fixed Line.put_start_and_end_on,f1c0a341cc21eaac19b46f292ba754eaec5ecc54,False,geometry.py
151914c1a2e445f697d8423c86f0fe7b4ef45884,Fixed some issues with how EM waves worked.  Quite possibly a few remain,80c433820cae544fd55cf3161ffa7d091783e350,False,bell.py; constants.py; geometry.py; number_line.py; waves.py
1c4da1c4e7e91698485cc40c2469c6d101f80fad,Arrow normal direction bug fix,151914c1a2e445f697d8423c86f0fe7b4ef45884,False,bell.py; geometry.py; waves.py
6539160789654a17ef21245d0fa2601cafd5f25f,Fixed constants,1380d8670b7a87647e1a4f32d670c92d17f58108,False,constants.py
4c1282af7baf74df4be11f3ecfc19bf63b607c68,Bug fix to MoreFiltersMoreLight,231df4740fdb3e851de07d294533f90eea3255dd,False,bell.py
9cd37d99fb0debbf4dec8f30d5dfd809207a3ad3,More bell fixes,4c1282af7baf74df4be11f3ecfc19bf63b607c68,False,bell.py; tex_mobject.py; waves.py
8b4d28f43347d1484303061a044c7cab8b98a220,Up to ForgetPreviousActions of Henry fixes,9cd37d99fb0debbf4dec8f30d5dfd809207a3ad3,False,bell.py; three_dimensions.py; waves.py
a5e965ba469d50d339d8ee12383c63dd6d57bb58,Small fixes to waves.py,1966864d20ef14b26882c96a6dc4de7f9588299a,False,waves.py
b88c6696276c8b30ed7aec26bcf98628268855e3,Further Bell fixes,a5e965ba469d50d339d8ee12383c63dd6d57bb58,False,transform.py; bell.py; camera.py; vectorized_mobject.py; geometry.py; waves.py
36cb325e424fb0b85c4104115e0988febc2aabfc,Small bugfix on text_template.tex,389f8c9c01205707b5c193cb9483262f327d6414,False,text_template.tex
9737d7ab217b85b3c2d6b2378e626bb5c6d01595,Up to breaking up patterns in nn,36cb325e424fb0b85c4104115e0988febc2aabfc,False,simple_animations.py; transform.py; camera.py; helpers.py; image_mobject.py; mobject.py; scenes.py
6fac1a578c0ed596083ab8f65048b8b5fdf67e40,Fixed Mobject.copy to be more efficient and fault taulerent,7f88a9dae1ebec2337d5134945295d58df4a2be6,False,transform.py; mobject.py
cc1767718c9a1fa15d4001f35fe6e34d2e1218c6,NumberLine.apply_function bug fix,dad04e89c91658d8c923701e570a7239e81df3ac,False,number_line.py
9f3e23f991d329f9e20232e07dff9c85138f454a,Error message for finding image paths,ff207a4688d172c93c24c56152b540b0a454dff6,False,helpers.py
065a34fb51611c84a93a78f9cff0d7fab8b4de45,Change default frame rate back to 60fps,b8e5578ab07dd95dfcc3d8f96d0a4e78cba4c300,False,constants.py
de0e156444f3a102801682ae2d13ed4a4f1d71a5,Slight alterations and bug fixes,0ba007bf21867f2bfc63352470196de39f95da80,False,part1.py
3d9d3be1425b98dd943bea8b49f5f6a4f8af21a3,A few scene bug fixes,de0e156444f3a102801682ae2d13ed4a4f1d71a5,False,scene.py
fae819695a80888b9c06b42ec3cae5b77155d6e3,There's some (as of yet unresolved) bug associated with fill colors when they become negative during an animation,24d6c7bbef76131dc5cf5a85a6b1624447ccfcbc,False,camera.py
0d8a713950399895e23516c9597facac99bd1011,ChangingDecimal should default to its mobjects number of decimal points,f95e9c2a17cd56013943800cdaaa3a4affe6c138,False,numerals.py
589fd5e0281a09d4f13f2466d44990fd61b6c285,Small fix so curved arrows look better,e5490913a8469739db7e6bfc7cb02f95ded32191,False,geometry.py
76ea80230d6137e4fe0852eda0e83b5489c7af84,Arrow bug fix,6625e4ee16784d199df2c42a6d89e060a7ccb18a,False,geometry.py
a2e8d0aab93e488eafb0dad05eabca3ea98978cb,Change default Write run_time,065de1af0c525c2931a50dab4f1ff43fdaf90511,False,simple_animations.py
b07b9507d0c70e52e753cee9fb771af4f2065125,Change patreon thanks default,4429b9bbc644f60ae9012efc63aae4076d6c0d6d,False,common_scenes.py
2c1bd83ba8482f4e73ebe7efeec8caea8f0804ba,Seed randomness by default,2697c48bf4ada89e6c80625307b954bf2aad333b,False,scene.py
92caddc7b64d91402da1c0f96212fb42f2784a65,Merge pull request #45 from cclauss/patch-4  Remove stray backtick: `,1b74e5a2d4c7fd7b294fd315bd9e451e0ff67a77; 211d3c689b8fce39fb57da91d1d99561a53c1761,True,
302433aa37e9eb2492f169e8679709bb809bc2b7,Merge pull request #44 from cclauss/patch-3  Add missing close bracket: },92caddc7b64d91402da1c0f96212fb42f2784a65; 282cf6795bba2d5e39f7b41961d6b87d34583360,True,
454bf49f8c31596a2096b7d015c0804896499df4,Merge branch 'master' into patch-2,d4a2f52929090576069014fbb77b62c4a80fe616; 302433aa37e9eb2492f169e8679709bb809bc2b7,True,
7e737b509f5f9c0cb1a59b7dbd2589f246200d79,Merge branch 'master' into patch-2,454bf49f8c31596a2096b7d015c0804896499df4; 302433aa37e9eb2492f169e8679709bb809bc2b7,True,
56bffdc027ee1568bb73f77377c00495073ab506,Merge pull request #43 from cclauss/patch-2  Add missing colon (:),302433aa37e9eb2492f169e8679709bb809bc2b7; 7e737b509f5f9c0cb1a59b7dbd2589f246200d79,True,
544ec265a5457ba6841c15f3cd15970d8cb4e1c3,Merge pull request #42 from cclauss/patch-1  import numpy as np,56bffdc027ee1568bb73f77377c00495073ab506; c928bc425c1b2ac3063e4356d0d65a054f213f27,True,
07fc70ec8894cf7b80c56d1a42ac6fd9fcdbad0b,Merge pull request #65 from frozar/constant_setup  [CONST] Fix directories creation,01f85225d0111d2c0b976632c5f98d285b35c856; 7e1f8e4b47eee9fb8039884ac2b44f98b7781385,True,
1b0819ce9775cc7ea1780bd687266ab6f62b71d8,Fixed ffmpeg writing issue,2ee311870fc1220bd5161abe6882015cddce6129,False,.gitignore; constants.py; playground.py; scene.py
3696ce748d55b2c5394aec2521f475c088787089,Fixed zoomed_scene bug,d8c4021eec9fda8e4d500e4c77d8bf7851e14596,False,zoomed_scene.py
56505522bd029882c6a46965daf74895431008cc,"Fixed Succession animation, while changing its syntax a bit",48503fc5affa31446782dadf13684ad093382edd,False,simple_animations.py; transform.py
a0fc3ce3241134e65e2adb56ecae4522edaa8f63,Bug fix on CycleAnimation,62edfbb32fd6bb4fda978fd621a58c97a55ecdf3,False,continual_animation.py
ae31ee55e74fd99834f208d8c554761c03de0de7,Bug fix to VMobject.fade,c649a152d70bfa8f4eabadcc53706655d4d51b74,False,vectorized_mobject.py
ffcd9b576751ccb3d323e3055f589ad3d88c2b90,"Changed the defaults for where animations are written, and where images for ImageMobject and SVGMobject are sought after",0b595ed5f5e1a54c2e8730d592d4a7defa8d536e,False,README.md; camera.py; constants.py; extract_scene.py; Bubbles_speech.svg; Bubbles_thought.svg; PiCreatures_plain.svg; helpers.py; image_mobject.py; mobject.py; svg_mobject.py; part1.py; counting_in_binary.py; playground_counting_in_binary.py; scene.py; stage_animations.py; stage_scenes.py; characters.py; objects.py
f23fd5444da80408e4e22998ce3d5ccd610277c6,Added various svg files to files directory (not usually where they live) so anyone outisde 3b1b wanting to download the code and try it out won't see it break on all pi creature scenes,ffcd9b576751ccb3d323e3055f589ad3d88c2b90,False,Bubbles_speech.svg; Bubbles_thought.svg; PiCreatures_plain.svg
6de931968e292724c1907be3fa523d81c9326da0,Small bug fix,f23fd5444da80408e4e22998ce3d5ccd610277c6,False,geometry.py
0e961c85e017a85dc68e47c920273b9f8cdeb718,Bug fix to how Succession behave when Scene.play changes its runtime,016e2c9adafba3b78b16adbd8d791bef4194dbaf,False,simple_animations.py
5d9eb8d5a0b3ef62aaeb17a53d90d43f16f36c64,Fixed get_merged_array bug,ec1afdbb835890ed909268ffa6417e948fb78069,False,mobject.py; point_cloud_mobject.py
2b80c582dd1c89870f826a0e6ef03e524c0416c6,BreakApartSum and UnmixMixedPaint from fourier project,5d9eb8d5a0b3ef62aaeb17a53d90d43f16f36c64,False,fourier.py
9f977fd23ebdeffae5b0278ab15e9d56bf220020,double drawing of elongated ticks fixed,54e1584b3d67e6d397e2424ae528219c1950e797,False,number_line.py
50a65817109bcf92fff8922fb432cec48429ec92,Merge pull request #67 from 3b1b/number-line-tick-fix  double drawing of elongated ticks fixed,54e1584b3d67e6d397e2424ae528219c1950e797; 9f977fd23ebdeffae5b0278ab15e9d56bf220020,True,
0bf1a9e303776f2870fbbf87ff9384d19dd70adc,Changed default Mobject.scale behavior to scale about center of mobject.  Also added easier functionality for scaling about the mobject's edge.  This will very likely break certain functionality in any old projects that expect scale to scale about ORIGIN by default,b837bab25f7fba201aef1e213b1fcb5f0410253b,False,mobject.py
96b48388dd60dab740f78e63b489ccfaae015bfd,Made ORIGIN default center of PointDotMobject,cd2257ad65b4518c472313edca8e0b383289a957,False,point_cloud_mobject.py
f64c076e7ebe70d489e081db43dcd5c5d722a0cb,Changed how functions are applied to vectorized mobjects to handle smoothness issues more cleanly,1b67abd8a95ab6f0374acc490f1dc8db049d9d15,False,vectorized_mobject.py; geometry.py; number_line.py; objects.py
543d8cb92d42f560665f43423b850272c4e7c8ef,Fixed ChangingDecimal bug based on new scene+mobject structure,024a9dd3d48659fe565709d35e8fa7fe7c8c47b7,False,numerals.py
38a1c654fc9e814a45b7f1dcb0c5fd2a3ee21670,Slight bug fix for behavior when scene adds mobject followed by a group containing that mobject,1332ec9ed1d59955c6b6e4b2fb4af77fcc7f8346,False,scene.py
fe309ed343616f4d037900f12c2bff2c2720b55b,Fixed how NumberLine leftmost_tick is chosen,5ac1b874943cc662074e9fc67dd21e7a3f20daa8,False,number_line.py
00713b7971b5056b53fe9dc6b4d7857e527bcad3,Fixed bug associated with continual_animations being removed accidentally,b41e1fc562ab82033cbe0dd1e48d7afdcf91f033,False,scene.py
eb149bef2ea512d95770065cc7f1dc6f04d01674,Fixed the bug with negative 0 displaying,0c30d31dfffff4f6e56c925d26fa120b6a323f32,False,numerals.py
d74127bb7fb221f08788586514d2f7b71c118820,Bug fixes to implementation of Succession animations,2d34b2e28be0cf16a39d66b6d0e5919506ab11cd,False,simple_animations.py; helpers.py
4919dbf652f144cf7ff6599bf8ff30d452b6e716,Fixed ContinualUpdateFromFunc issue,22d6d2dba588520704894d328e8e568a48461047,False,continual_animation.py
123bae00a67575b01dafbc1ce6cf00c9d3e1cf04,Further fixes to Succession animations,7bcde6713d48f4045c159125dfa1bef700f0c872,False,simple_animations.py; helpers.py
6e293782ffbb79696facfdc40515fd21d961884c,Incremental progress on WindingNumber (equation solver 2d),123bae00a67575b01dafbc1ce6cf00c9d3e1cf04,False,WindingNumber.py
78b660bb923ca5c990b8c163e61f582e4372a5f4,Fixed bug with creating image directories,a28d13fc3e5f2791601eb111ff15f2b26a828b88,False,scene.py
e6df91d03e7ae8b714684f1e42c9720367b3ffa2,Small bug fix to foreground mobject behavior during an animation,78b660bb923ca5c990b8c163e61f582e4372a5f4,False,scene.py
fcd1e7d6a53d2bae495cfe1eaa11a2c099ed53a5,A few small fixes to new about_point behavior,48dad34f957abce4cefec06052fefe5325e39ac2,False,mobject.py
1ffbc77eda0c9d62de5b4196a499f6d42ed03620,Bug fix to ApplyMethod treatment of method kwargs,7c9f5ca71155d2cc6f88c3bdef844f71005ff11d,False,transform.py; mobject.py; scene.py
5f3c7749528aed8b637906188c2e9cc0724d8b8f,Fixed bug with how Brace gets created,925e10396840ad968b8dda4a743c9001f575b0b3,False,tex_mobject.py
4acc4c2382708f7b1e34d9a6355a1d9960c1f78f,Typo fix,9916e072aad78ff8fd5349e377eca73429d6f5f0,False,README.md
a04a8635a7a23bb7c566b1b62e8645b378c56dd6,Reworked default π creature's kwargs,9f46c69fffa263348f4b2e3f3d356b74d63b0da2,False,characters.py
c7b140a24d756b675feee0e7e0a66f2d440c8c67,Added error message to indicate people should change MEDIA_DIR,dc271530d684c41ce70825b651e2948316af17e0,False,constants.py
22c11286b76ebcc44012f87ff0821c8579a53760,Merge pull request #83 from Solara570/tex-mobject-fixes  A few improvements on TexMobject,578099811547ea67fe0234005031c5caf7b268c4; ad7a2171cd6a54df1a9febb5c17d212deeb9a4a9,True,
963956cca71e66127488e9edff222566eaa69093,resolved merge conflicts (#85),2cbf016dff8192d35c8ef93afd73bbf97f27a236,False,numerals.py
eabe989eda7d42b6b3ee92ca686a6b196ad48167,Resolved a few merge conflicts,f6c9c6eec6ff11fb1d17cb510b27843c16690e7e,False,scene.py; geometry.py
738d6974b7a0e1283ce5762cf62c3a6e7ac466d2,Resolved conflicts in,a4a146a54eecd57b33feb4a4c86e930ef73cc28c; b9a292fbfc0dd9347a6ec87ad02638196fdf4cc5,True,
3c86caa48830119983ec49e31c861c88a2ccc443,Fixed bug with MappingCamera set to allow_object_intrusion,730c94461f7393c93b4505753e11a56995bbbd4f,False,camera.py
932d056ff71c3c0505a6088fc0a7023780c7ac31,Merge pull request #90 from 3b1b/mapping-camera-fix  Fixed bug with MappingCamera set to allow_object_intrusion,730c94461f7393c93b4505753e11a56995bbbd4f; 3c86caa48830119983ec49e31c861c88a2ccc443,True,
3e34c29509e804e029e9b215a1eb947a5e164035,Bug fix to PiCreatureScene handling bubbles,0fa5727d587c64398917ac12c8e223f2b50781d0,False,characters.py
5718db026e2cdc23ada625bd0fc436c334d93ac0,bugfix: svg handling,aa73cd65b1f7ed95a68e81f1476934d4b073bcdc,False,svg_mobject.py
b7091273392ce4975a8b8533a5d424d4319115a1,"Bugfix: VMobject.pointwise_become_partial did not worked properly when 0<a, b<1 and they are on the same curve.",8cf2214d15d6cf7dd37c5f80ccbeebe10b7e8e67,False,vectorized_mobject.py
a9c1498affddf9beba9b347d5fd1b1b73c3bba9f,Resolve undefined names,994749ceadf9f87f2ebe40bbb795fbb2b696f377,False,network.py; number_line_scene.py
28ba8fea9ce9c16e199ed7738441307d741739b2,Fixed alignment of Decimal unit,994749ceadf9f87f2ebe40bbb795fbb2b696f377,False,numerals.py
d52776a0a7ed352f39102945027876e3732d7b1e,Fixed numerals merge issue,ad2b1c393384cd39501a733b9763209a236d7a73; 82c14ee6a7a25953c1ac5e82d4e32af0ad72e29d,True,
55a723a2848c8ea666f3bb40b4482ae77bf2e6a8,"Fixed bugs in Succession and AnimationGroup, and also created purely virtual Container class from which both Scene and MObject derive (conceptually unifying their remove/add methods)",ad14222d1cd94c82ed83cdf3dd782109fd543831,False,simple_animations.py; mobject.py; scene.py
24328374daa9c061c2874c149f800a8462f44ca2,Merge pull request #98 from cclauss/resolve-undefined-names  Resolve undefined names in Python 2 and 3,ea56569b24d4c2857457a423357f9791b089bea6; a9c1498affddf9beba9b347d5fd1b1b73c3bba9f,True,
10e76fd7d8e3def3cc594d1a300b1479d4b1b11d,Merge pull request #94 from mirefek/master  Several simple bugfixes and features,24328374daa9c061c2874c149f800a8462f44ca2; bc23fbc3426a536aebb4a412ad6994cf89daf958,True,
7ad6ccaa49bbd5cbfcc9892609fca5a2aba6708a,Bug fixes to 3d display,10e76fd7d8e3def3cc594d1a300b1479d4b1b11d,False,three_dimensions.py
c28b81a2307c032dd94f892cc86722766b355d8a,Fixed bug in set_background_by_color_function,634b28c485c4408b4c48e3dd92bf5756985fad58,False,camera.py
c5a93b4c86b5cae25ace670412ebe3035f5913e1,[3D CAMERA] BUGFIX: take into account the camera distance in get_view_transformation_matrix().,717b3f9b80f261736c1784c33f232e7b024610bf,False,three_dimensions.py
d9e329e9dd07dbb6187dddf5a316f0debb144d71,Merge pull request #106 from frozar/3D_zoom  [3D CAMERA] BUGFIX: Zoom,717b3f9b80f261736c1784c33f232e7b024610bf; c5a93b4c86b5cae25ace670412ebe3035f5913e1,True,
c9e0d8b8392eaf2d7845160e761093fa10c16839,Bug fixes on set_background_from_func (now computes screen dimensions correctly),5c0e71a728052828a62edc53f0bd5b3bd06002f8,False,camera.py
